Year,Month,STATUS,PUBLISHED_DATE,PFMA,DISPOSITION,SPECIES,SPECIES_CODE,SCIENTIFIC_NAME,PIECE,STANDARD_ERROR,PERCENT_STANDARD_ERROR
1981,August,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:22:10",PFMA 16,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,18686,1870.943,0.1
1981,August,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:22:10",PFMA 16,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,1376,145.386,0.106
1981,August,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:22:10",PFMA 17,Kept,NORTH PACIFIC SPINY DOGFISH,044,SQUALUS SUCKLEYI,206,30,0.146
1981,August,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:22:10",PFMA 17,Kept,LINGCOD,467,OPHIODON ELONGATUS,2514,294.637,0.117
1981,August,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:22:10",PFMA 17,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,5712,867.985,0.152
1981,August,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:22:10",PFMA 17,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,6342,702.975,0.111
1981,August,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:22:10",PFMA 17,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,16050,1705.188,0.106
1981,August,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:22:10",PFMA 17,Kept,UNKNOWN FISH,9XX,UNKNOWN FISH,522,69.742,0.134
1981,August,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:22:10",PFMA 18,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,3154,405.284,0.128
1981,August,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:22:10",PFMA 18,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,14501,1373.466,0.095
1981,August,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:22:10",PFMA 18,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,5155,815.358,0.158
1981,August,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:22:10",PFMA 18,Kept,UNKNOWN FISH,9XX,UNKNOWN FISH,928,258.917,0.279
1981,August,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:22:10",PFMA 18,Kept,LINGCOD,467,OPHIODON ELONGATUS,874,139.259,0.159
1981,August,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:22:10",PFMA 19,Kept,NORTH PACIFIC SPINY DOGFISH,044,SQUALUS SUCKLEYI,144,100.782,0.7
1981,August,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:22:10",PFMA 19,Kept,LINGCOD,467,OPHIODON ELONGATUS,888,237.329,0.267
1981,August,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:22:10",PFMA 19,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,2084,484.187,0.232
1981,August,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:22:10",PFMA 19,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,6156,792.603,0.129
1981,August,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:22:10",PFMA 19,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,14901,2587.332,0.174
1981,August,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:22:10",PFMA 19,Kept,UNKNOWN FISH,9XX,UNKNOWN FISH,469,114.026,0.243
1981,August,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:22:10",PFMA 20,Kept,NORTH PACIFIC SPINY DOGFISH,044,SQUALUS SUCKLEYI,26,12,0.462
1981,August,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:22:10",PFMA 20,Kept,LINGCOD,467,OPHIODON ELONGATUS,244,70,0.287
1981,August,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:22:10",PFMA 20,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,2102,547,0.26
1981,August,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:22:10",PFMA 20,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,2462,662,0.269
1981,August,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:22:10",PFMA 20,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,8085,1923,0.238
1981,August,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:22:10",PFMA 20,Kept,UNKNOWN FISH,9XX,UNKNOWN FISH,110,38,0.345
1981,August,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:22:10",PFMA 28,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,9066,691.504,0.076
1981,August,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:22:10",PFMA 28,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,436,82.831,0.19
1981,August,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:22:10",PFMA 28,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,7432,658.023,0.089
1981,August,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:22:10",PFMA 28,Kept,LINGCOD,467,OPHIODON ELONGATUS,1208,124.968,0.103
1981,August,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:22:10",PFMA 28,Kept,NORTH PACIFIC SPINY DOGFISH,044,SQUALUS SUCKLEYI,226,54.148,0.24
1981,August,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:22:10",PFMA 28,Kept,UNKNOWN FISH,9XX,UNKNOWN FISH,396,84.362,0.213
1981,August,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:22:10",PFMA 29,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,9639,1619.584,0.168
1981,August,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:22:10",PFMA 29,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,1161,206.095,0.178
1981,August,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:22:10",PFMA 29,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,8705,1393.061,0.16
1981,August,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:22:10",PFMA 29,Kept,NORTH PACIFIC SPINY DOGFISH,044,SQUALUS SUCKLEYI,92,21.378,0.232
1981,August,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:22:10",PFMA 29,Kept,LINGCOD,467,OPHIODON ELONGATUS,836,141.559,0.169
1981,August,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:22:10",PFMA 29,Kept,UNKNOWN FISH,9XX,UNKNOWN FISH,179,42.202,0.236
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 13,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,12874,1653.253,0.128
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 13,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,30468,3264.254,0.107
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 13,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,27327,2915.176,0.107
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 13,Kept,LINGCOD,467,OPHIODON ELONGATUS,8582,972.149,0.113
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 13,Kept,NORTH PACIFIC SPINY DOGFISH,044,SQUALUS SUCKLEYI,19,4.359,0.229
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 13,Kept,UNKNOWN FISH,9XX,UNKNOWN FISH,975,176.375,0.181
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 14,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,26003,2170.618,0.083
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 14,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,6846,598.287,0.087
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 14,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,19516,1583.951,0.081
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 14,Kept,LINGCOD,467,OPHIODON ELONGATUS,5080,597.598,0.118
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 14,Kept,NORTH PACIFIC SPINY DOGFISH,044,SQUALUS SUCKLEYI,196,39.281,0.2
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 14,Kept,UNKNOWN FISH,9XX,UNKNOWN FISH,251,85.493,0.341
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 15,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,1187,207.328,0.175
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 15,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,4027,662.369,0.164
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 15,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,3076,511.128,0.166
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 15,Kept,UNKNOWN FISH,9XX,UNKNOWN FISH,63,13.601,0.216
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 15,Kept,LINGCOD,467,OPHIODON ELONGATUS,1570,268.501,0.171
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 16,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,16381,1587.484,0.097
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 16,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,2190,247.101,0.113
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 16,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,19579,2241.322,0.114
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 16,Kept,LINGCOD,467,OPHIODON ELONGATUS,3132,351.125,0.112
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 16,Kept,NORTH PACIFIC SPINY DOGFISH,044,SQUALUS SUCKLEYI,9,3,0.333
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 16,Kept,UNKNOWN FISH,9XX,UNKNOWN FISH,468,144.465,0.309
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 17,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,12286,1229.828,0.1
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 17,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,5379,493.517,0.092
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 17,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,7615,868.689,0.114
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 17,Kept,NORTH PACIFIC SPINY DOGFISH,044,SQUALUS SUCKLEYI,43,9.539,0.222
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 17,Kept,LINGCOD,467,OPHIODON ELONGATUS,1952,198.401,0.102
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 17,Kept,UNKNOWN FISH,9XX,UNKNOWN FISH,301,49.315,0.164
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 18,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,8368,951.839,0.114
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 18,Kept,UNKNOWN FISH,9XX,UNKNOWN FISH,928,279.516,0.301
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 18,Kept,NORTH PACIFIC SPINY DOGFISH,044,SQUALUS SUCKLEYI,369,85.405,0.231
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 18,Kept,LINGCOD,467,OPHIODON ELONGATUS,2804,748.726,0.267
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 18,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,2113,326.238,0.154
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 18,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,3637,465.798,0.128
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 19,Kept,NORTH PACIFIC SPINY DOGFISH,044,SQUALUS SUCKLEYI,96,34.482,0.359
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 19,Kept,LINGCOD,467,OPHIODON ELONGATUS,2038,266.554,0.131
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 19,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,5280,966.917,0.183
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 19,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,4079,417.459,0.102
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 19,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,13920,1411.999,0.101
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 19,Kept,UNKNOWN FISH,9XX,UNKNOWN FISH,427,74.256,0.174
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 20,Kept,NORTH PACIFIC SPINY DOGFISH,044,SQUALUS SUCKLEYI,23,11,0.478
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 20,Kept,LINGCOD,467,OPHIODON ELONGATUS,868,163,0.188
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 20,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,6476,1057,0.163
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 20,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,1666,276,0.166
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 20,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,8405,1388,0.165
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 20,Kept,UNKNOWN FISH,9XX,UNKNOWN FISH,219,59,0.269
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 28,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,5338,681.231,0.128
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 28,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,817,123.146,0.151
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 28,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,3161,371.436,0.118
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 28,Kept,LINGCOD,467,OPHIODON ELONGATUS,2152,285.035,0.132
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 28,Kept,NORTH PACIFIC SPINY DOGFISH,044,SQUALUS SUCKLEYI,29,9.487,0.327
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 28,Kept,UNKNOWN FISH,9XX,UNKNOWN FISH,210,32.14,0.153
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 29,Kept,NORTH PACIFIC SPINY DOGFISH,044,SQUALUS SUCKLEYI,34,9.539,0.281
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 29,Kept,LINGCOD,467,OPHIODON ELONGATUS,2995,392.73,0.131
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 29,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,6727,883.911,0.131
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 29,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,1448,164.119,0.113
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 29,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,9153,1025.024,0.112
1981,July,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:16:15",PFMA 29,Kept,UNKNOWN FISH,9XX,UNKNOWN FISH,385,54.36,0.141
1982,August,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:26:03",PFMA 13,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,28936,2231.228,0.077
1982,August,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:26:03",PFMA 13,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,5276,433.202,0.082
1982,August,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:26:03",PFMA 13,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,21901,1500.003,0.068
1982,August,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:26:03",PFMA 13,Kept,LINGCOD,467,OPHIODON ELONGATUS,4388,410.062,0.093
1982,August,Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,"MAY      18, 2021 14:26:03",PFMA 13,Kept,NORTH PACIFIC SPINY DOGFISH,044,SQUALUS SUCKLEYI,12,5,0.417
