region,prog_type,project,proj_contact,species,run,stock,stock_CU,stock_CU_name,stat_area,obj,strat_lvl,egg_target,prod_activity,stage,relsite,rel_stat_area,target_no,mark,clip,mark_target,comment
BC North Coast,CDP,Oweekeno,,Chum,Fall,Wannock R,CM-14,WANNOCK,9, Stewardship ,Primary,"50,000",Release,Unfed,Wannock R,9,"45,000",,,,This is a placeholder for a proposed enhancement project targetting late run chum in the Wannock River. It is unclear whether hatchery capacity will be available in time for 2014 brood.
BC North Coast,CDP,Toboggan Cr,CA - Smithers & Northwestern BC,Chinook,Spring,Bulkley R Up,CK-55,UPPER BULKLEY RIVER,4, Rebuilding ,Primary,"60,000",Release,Smolt 1+,Bulkley R Up,4,"43,000",Coded Wire Tag,AD,"35,000",AdCWT.
BC North Coast,CDP,Toboggan Cr,CA - Smithers & Northwestern BC,Coho,Summer,Toboggan Cr,CO-33,MIDDLE SKEENA,4,,Primary,"41,300",Transfer Out,Egg,Bulkley Val Sch,,"1,300",,,,
BC North Coast,CDP,Toboggan Cr,CA - Smithers & Northwestern BC,Coho,Summer,Toboggan Cr,CO-33,MIDDLE SKEENA,4, Assessment ,Primary, -   ,Release,Smolt 1+,Toboggan Cr,4,"35,000",Coded Wire Tag,AD,"35,000",
BC North Coast,DPI,Terrace,CA - Northern Interior & N Coast,Chinook,Summer,Kitsum Abv Canyon,CK-50,KALUM-LATE TIMING,4, Assessment ,Primary,"150,000",Release,Fed Fry,Kitsum Abv Canyon,4,"100,000",Coded Wire Tag,AD,"100,000",
BC North Coast,DPI,Terrace,CA - Northern Interior & N Coast,Chinook,Summer,Kitsum Abv Canyon,CK-50,KALUM-LATE TIMING,4, Assessment ,Primary, -   ,Release,Smolt 1+,Kitsum Abv Canyon,4,"30,000",Coded Wire Tag,AD,"30,000",
BC North Coast,DPI,Terrace,CA - Northern Interior & N Coast,Chinook,Summer,Kitsum Bel Canyon,CK-50,KALUM-LATE TIMING,4,,Primary,"150,300",Transfer Out,Egg,Coast Mtn (Terrace) Sch,,300,,,,
BC North Coast,DPI,Terrace,CA - Northern Interior & N Coast,Chinook,Summer,Kitsum Bel Canyon,CK-50,KALUM-LATE TIMING,4, Assessment ,Primary, -   ,Release,Fed Fry,Kitsum Bel Canyon,4,"100,000",Coded Wire Tag,AD,"100,000",
BC North Coast,DPI,Terrace,CA - Northern Interior & N Coast,Chinook,Summer,Kitsum Bel Canyon,CK-50,KALUM-LATE TIMING,4, Assessment ,Primary, -   ,Release,Smolt 1+,Kitsum Bel Canyon,4,"30,000",Coded Wire Tag,AD,"30,000",
BC North Coast,DPI,Terrace,CA - Northern Interior & N Coast,Coho,Fall,Deep Cr/SKNA,,,4,,Alternate,"1,500",Transfer Out,Egg,Coast Mtn (Terrace) Sch,,"1,500",,,,"updated feb 6, 2014"
BC North Coast,OPS,Fulton R,Babine Project Manager,Sockeye,Summer,Fulton Ch #1,SEL-L-21-02,BABINE,4, Harvest ,Primary,"22,000,000",Release,Chan Fry,Fulton Ch #1,4,"3,300,000",,,,Damage to the channel intake that occurred during flooding in 2011 must be repaired prior to potential operation.
BC North Coast,OPS,Fulton R,Babine Project Manager,Sockeye,Summer,Fulton Ch #2,SEL-L-21-02,BABINE,4, Harvest ,Primary,"174,000,000",Release,Chan Fry,Fulton Ch #2,4,"87,000,000",,,,
BC North Coast,OPS,Fulton R,Babine Project Manager,Sockeye,Summer,Fulton R,SEL-L-21-02,BABINE,4, Harvest ,Primary,"300,000,000",Release,Nat Emerg,Fulton R,4,"45,000,000",,,,
BC North Coast,OPS,Kitimat R,WEM - Kitimat River Hatchery,Chinook,Spring,Hirsch Cr,CK-42,NORTH & CENTRAL COAST-EARLY TIMING,6, Harvest ,Primary,"225,000",Release,Smolt 0+,Hirsch Cr,6,"200,000",,,,"In years of low Chinook abundance, priority should be given to achieving Kitimat mainstem target over Hirsch as capture efficiency is higher for Kitimat."
BC North Coast,OPS,Kitimat R,WEM - Kitimat River Hatchery,Chinook,Spring,Kitimat R,CK-42,NORTH & CENTRAL COAST-EARLY TIMING,6, Harvest ,Primary,"2,300,000",Release,Smolt 0+,Kitimat R,6,"2,000,000",,,,
BC North Coast,OPS,Kitimat R,WEM - Kitimat River Hatchery,Chum,Summer,Kitimat R,CM-20,DOUGLAS-GARDNER,6, Harvest ,Primary,"2,025,000",Release,Fed Fry,Kitimat R,6,"1,700,000",Thermal,N/A,"1,700,000",
BC North Coast,OPS,Kitimat R,WEM - Kitimat River Hatchery,Chum,Summer,Kitimat R,CM-20,DOUGLAS-GARDNER,6, Rebuilding ,Primary, -   ,Release,Fed Fry,Wathl Cr,6,"20,000",,,,
BC North Coast,OPS,Kitimat R,WEM - Kitimat River Hatchery,Coho,Fall,Kitimat R,CO-29,DOUGLAS CHANNEL-KITIMAT ARM,6,,Primary,"651,500",Transfer Out,Egg,Coast Mtn (Kitimat) Sch,,"1,500",,,,
BC North Coast,OPS,Kitimat R,WEM - Kitimat River Hatchery,Coho,Fall,Kitimat R,CO-29,DOUGLAS CHANNEL-KITIMAT ARM,6, Harvest ,Primary, -   ,Release,Fed Fry,Kitimat R,6,"100,000",,,,"Fry release target included due to excess eggs taken for BKD screening requirements. If surplus healthy fry are available, they will be released in the lower Kitimat River . Releasing unfed fry in February not considered an option; short-term rearing and feeding preferable."
BC North Coast,OPS,Kitimat R,WEM - Kitimat River Hatchery,Coho,Fall,Kitimat R,CO-29,DOUGLAS CHANNEL-KITIMAT ARM,6, Harvest ,Primary, -   ,Release,Smolt 1+,Kitimat R,6,"500,000",,,,
BC North Coast,OPS,Pinkut Cr,Ops Mgr - Pinkut Cr Spawning Chan,Sockeye,Summer,Pinkut Ch,SEL-L-21-02,BABINE,4, Harvest ,Primary,"90,000,000",Release,Chan Fry,Pinkut Ch,4,"45,000,000",,,,
BC North Coast,OPS,Pinkut Cr,Ops Mgr - Pinkut Cr Spawning Chan,Sockeye,Summer,Pinkut Cr,SEL-L-21-02,BABINE,4, Harvest ,Primary,"30,000,000",Release,Nat Emerg,Pinkut Cr,4,"4,500,000",,,,
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Chinook,Summer,Atnarko R Low,CK-39,BELLA COOLA-BENTINCK,8, Assessment/Harvest ,Primary,"1,050,000",Release,Smolt 0+,Atnarko R Low,8,"950,000",Coded Wire Tag,AD,"200,000","If egg targets for either the upper or lower Atnarko can not be reached, extra eggs may be taken from the other reach. Total egg take target will remain 2.1M for the Atnarko."
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Chinook,Summer,Atnarko R Low,CK-39,BELLA COOLA-BENTINCK,8, Assessment/Harvest ,Primary, -   ,Release,Smolt 1+,Atnarko R Low,8, -   ,Coded Wire Tag,AD, -   ,Yearling program suspended for 2013 as hatchery capacity uncertain during upcoming infrastructure upgrades.
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Chinook,Summer,Atnarko R Up,CK-39,BELLA COOLA-BENTINCK,8, Assessment/Harvest ,Primary,"1,050,000",Release,Smolt 0+,Atnarko R Up,8,"950,000",Coded Wire Tag,AD,"200,000","If egg targets for either the upper or lower Atnarko can not be reached, extra eggs may be taken from the other reach. Total egg take target will remain 2.1M for the Atnarko."
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Chinook,Summer,Atnarko R Up,CK-39,BELLA COOLA-BENTINCK,8, Assessment/Harvest ,Primary, -   ,Release,Smolt 1+,Atnarko R Up,8, -   ,Coded Wire Tag,AD, -   ,Yearling program suspended for 2013 as hatchery capacity uncertain during upcoming infrastructure upgrades.
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Chinook,Summer,Chuckwalla R,CK-37,RIVERS INLET,9, Rebuilding ,Primary,"75,000",Release,Smolt 0+,Chuckwalla R,9,"65,000",Coded Wire Tag,AD,"50,000",Project funded through Northern Endowment fund.
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Chinook,Summer,Kilbella R,CK-37,RIVERS INLET,9, Rebuilding ,Primary,"75,000",Release,Seapen 0+,Kilbella Bay,9,"65,000",Coded Wire Tag,AD,"50,000",Project funded through Northern Endowment fund.
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Chinook,Summer,Noosgulch R,CK-39,BELLA COOLA-BENTINCK,8, Rebuilding ,Primary,"50,000",Release,Smolt 0+,Noosgulch R,8,"43,000",,,,
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Chinook,Summer,Nusatsum R,CK-39,BELLA COOLA-BENTINCK,8, Rebuilding ,Primary,"100,000",Release,Smolt 0+,Nusatsum R,8,"86,000",,,,
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Chinook,Summer,Salloomt R,CK-39,BELLA COOLA-BENTINCK,8, Rebuilding ,Primary,"100,000",Release,Smolt 0+,Salloomt R,8,"86,000",,,,
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Chinook,Summer,Wannock R,CK-38,WANNOCK,9, Harvest ,Primary, -   ,Release,Seapen 0+,Wannock Est,9,"225,000",Coded Wire Tag,AD,"25,000",
