region,prog_type,project,proj_contact,species,run,stock,stock_CU,stock_CU_name,stat_area,obj,strat_lvl,egg_target,prod_activity,stage,relsite,rel_stat_area,target_no,mark,clip,mark_target,comment
BC Interior,OPS,Spius Cr,WEM - Spius Creek Hatchery,Coho,Fall,Salmon R/TOMF,CO-8,SOUTH THOMPSON,29K, Conservation ,Primary,"70,000",Release,Fed Fry,Salmon R/TOMF,29K,"30,000",,,,2017: see comments on smolt release line.
BC Interior,OPS,Spius Cr,WEM - Spius Creek Hatchery,Coho,Fall,Salmon R/TOMF,CO-8,SOUTH THOMPSON,29K, Conservation ,Primary, -   ,Release,Smolt 1+,Salmon R/TOMF,29K,"25,000",Fin Clip,AD,"25,000","2017: 	Similar to the decision process in 2016 for this stock, recent escapement data was analyzed. 2017 year is part of the moderate-strength cycle.  A decision was made to change the 2017 brood release strategy for Salmon River coho from 55,000 yearling smolts to 25,000 yearling smolts and 30,000 fed fry.  This was necessary to allow for sufficient rearing space of indicator stocks.  2017: All Salmon River coho to be DNA sampled for parental-based tagging."
BC Interior,OPS,Spius Cr,WEM - Spius Creek Hatchery,Coho,Fall,Salmon R/TOMF,CO-8,SOUTH THOMPSON,29K, Conservation ,Primary, -   ,Release,Smolt 1+,Salmon R/TOMF,29K, -   ,Parentage-based Tagging,N/A,"25,000",
BC Interior,OPS,Spius Cr,WEM - Spius Creek Hatchery,Coho,Fall,Salmon R/TOMF,CO-8,SOUTH THOMPSON,29K, Conservation ,Primary, -   ,Release,Smolt 1+,Salmon R/TOMF,29K, -   ,Thermal,N/A,"25,000",
BC Interior,OPS,Spius Cr,WEM - Spius Creek Hatchery,Coho,Fall,Spius Cr,CO-7,LOWER THOMPSON,29F,,Primary,600,Transfer Out,Egg,Nicola-Similkameen Sch,,600,,,,For transfer out to Stream to Sea program.
BC Interior,CDP,Thompson R N,"CA - Central Interior, Boston Bar to 100 Mile",Chinook,Summer,Quesnel R,CK-11,MIDDLE FRASER RIVER_SU_1.3,29G,,Primary, -   ,Transfer Out,Fry,Pr George (Mackenzie) Sch,,45,,,,
BC Interior,CDP,Thompson R N,"CA - Central Interior, Boston Bar to 100 Mile",Chinook,Summer,Quesnel R,CK-11,MIDDLE FRASER RIVER_SU_1.3,29G,,Primary, -   ,Transfer Out,Egg,Quesnel R Research Centre,,50,,,,
BC Interior,CDP,Thompson R N,"CA - Central Interior, Boston Bar to 100 Mile",Coho,Fall,Deadman R,CO-7,LOWER THOMPSON,29F,,Primary, -   ,Transfer In,Egg,Deadman R,,"30,000",,,,"Brood captured at Deadman River, then transported to Dunn Creek for rearing.  Then transported back to Deadman Facility for acclimitization before release."
BC Interior,CDP,Thompson R N,"CA - Central Interior, Boston Bar to 100 Mile",Coho,Fall,Deadman R,CO-7,LOWER THOMPSON,29F,,Primary, -   ,Transfer Out,Fry,Deadman R,,"10,000",,,,
BC Interior,CDP,Thompson R N,"CA - Central Interior, Boston Bar to 100 Mile",Coho,Fall,Deadman R,CO-7,LOWER THOMPSON,29F,,Primary, -   ,Transfer Out,Smolt,Deadman R,,"20,000",,,,Deadman smolts reared at Dunn Creek Hatchery returning to Deadman for imprinting ponds for 2 weeks before being released.
BC Interior,CDP,Thompson R N,"CA - Central Interior, Boston Bar to 100 Mile",Coho,Fall,Dunn Cr,CO-9,NORTH THOMPSON,29J,,Primary,"35,000",Transfer Out,Egg,Kamloops Sch,,"4,800",,,,
BC Interior,CDP,Thompson R N,"CA - Central Interior, Boston Bar to 100 Mile",Coho,Fall,Dunn Cr,CO-9,NORTH THOMPSON,29J, Stewardship ,Primary, -   ,Release,Smolt 1+,Dunn Cr,29J,"30,000",,,,"As of 2015, escapement estimates indicate habitat capacity in Dunn Creek and lake are fully seeded by naturally produced juveniles, so target will not be raised."
BC North Coast,AFS,Emily Lk,"CA - Central Coast, Cape Caution to Caamano Sound, east to Tatla Lake",Sockeye,Summer,Howyette R,SEL-19-10,FANNIE COVE,7, Rebuilding ,Alternate,"100,000",Release,Unfed,A Creek,15,"90,000",,,,
BC North Coast,AFS,Emily Lk,"CA - Central Coast, Cape Caution to Caamano Sound, east to Tatla Lake",Sockeye,Summer,Kadjusdis Cr,SEL-19-24,KADJUSDIS RIVER,7, Rebuilding ,Alternate,"100,000",Release,Unfed,Kadjusdis Cr,7,"90,000",,,,
BC North Coast,AFS,Emily Lk,"CA - Central Coast, Cape Caution to Caamano Sound, east to Tatla Lake",Sockeye,Summer,Kwakusdis R,SEL-19-70,YEO,7, Rebuilding ,Alternate,"100,000",Release,Unfed,Kwakusdis R,7,"90,000",,,,
BC North Coast,AFS,Emily Lk,"CA - Central Coast, Cape Caution to Caamano Sound, east to Tatla Lake",Sockeye,Summer,Tankeeah R,SEL-19-60,TANKEEAH RIVER,7, Harvest ,Primary,"100,000",Release,Unfed,Tankeeah Lk,7,"80,000",,,,"Tankeeah, Kwakusdis, Kadjuskis and Howyette may be enhanced. Tankeeah is primary, others are alternates."
BC North Coast,OPS,Fulton R,Babine Project Manager,Sockeye,Summer,Fulton Ch #1,SEL-21-02,BABINE,4, Harvest ,Primary,"18,500,000",Release,Chan Fry,Fulton Ch #1,4,"3,700,000",,,,
BC North Coast,OPS,Fulton R,Babine Project Manager,Sockeye,Summer,Fulton Ch #2,SEL-21-02,BABINE,4, Harvest ,Primary,"145,000,000",Release,Chan Fry,Fulton Ch #2,4,"72,500,000",,,,
BC North Coast,OPS,Fulton R,Babine Project Manager,Sockeye,Summer,Fulton R,SEL-21-02,BABINE,4, Harvest ,Primary,"250,000,000",Release,Nat Emerg,Fulton R,4,"37,500,000",,,,
BC North Coast,CDP,Hartley Bay Cr,CA - Northern Interior & N Coast,Chum,Fall,Hartley Bay Cr,CM-18,HECATE LOWLANDS,6, Rebuilding ,Primary,"25,000",Release,Fed Fry,Hartley Bay Cr,6,"20,000",,,,
BC North Coast,CDP,Hartley Bay Cr,CA - Northern Interior & N Coast,Chum,Fall,Malsey Cr,,,6, Rebuilding ,Alternate,"25,000",Release,Fed Fry,Malsey Cr,6,"20,000",,,,
BC North Coast,CDP,Hartley Bay Cr,CA - Northern Interior & N Coast,Coho,Fall,Hartley Bay Cr,CO-27,HECATE STRAIT MAINLAND,6, Harvest ,Primary, -   ,Release,Smolt 1+,Hartley Bay Cr,6,"30,000",,,,
BC North Coast,CDP,Hartley Bay Cr,CA - Northern Interior & N Coast,Coho,Fall,Hartley Bay Cr,CO-27,HECATE STRAIT MAINLAND,6, Harvest ,Primary,"400,000",Release,Fed Fry,Hartley Bay Lk,6,"100,000",,,,Released into hanging lake - no adandromous fish access
BC North Coast,CDP,Hartley Bay Cr,CA - Northern Interior & N Coast,Coho,Fall,Hartley Bay Cr,CO-27,HECATE STRAIT MAINLAND,6, Harvest ,Primary, -   ,Release,Fed Fry,Red Bluff Lk,6,"60,000",,,,Released into hanging lake - no adandromous fish access
BC North Coast,CDP,Hartley Bay Cr,CA - Northern Interior & N Coast,Coho,Fall,Hartley Bay Cr,CO-27,HECATE STRAIT MAINLAND,6, Harvest ,Primary, -   ,Release,Fed Fry,Union Pass Lk,6,"70,000",,,,Released into hanging lake - no adandromous fish access.
BC North Coast,CDP,Hartley Bay Cr,CA - Northern Interior & N Coast,Coho,Fall,Hartley Bay Cr,CO-27,HECATE STRAIT MAINLAND,6, Harvest ,Primary, -   ,Release,Fed Fry,Whalen Lk,6,"80,000",,,,Released into hanging lake - no adandromous fish access
BC North Coast,CDP,Heiltsuk,"CA - Central Coast, Cape Caution to Caamano Sound, east to Tatla Lake",Chum,Fall,McLoughlin Bay Cr,CM-15,SPILLER-FITZ HUGH-BURKE,7, Harvest ,Primary,"2,500,000",Release,Seapen,McLoughlin Bay,7,"1,800,000",,,,
BC North Coast,CDP,Heiltsuk,"CA - Central Coast, Cape Caution to Caamano Sound, east to Tatla Lake",Coho,Fall,McLoughlin Bay Cr,CO-27,HECATE STRAIT MAINLAND,7,,Primary,"90,100",Transfer Out,Egg,Central Coast Sch,,100,,,,
BC North Coast,CDP,Heiltsuk,"CA - Central Coast, Cape Caution to Caamano Sound, east to Tatla Lake",Coho,Fall,McLoughlin Bay Cr,CO-27,HECATE STRAIT MAINLAND,7, Harvest ,Primary, -   ,Release,Seapen 1+,McLoughlin Bay,7,"43,200",,,,
BC North Coast,CDP,Kitasoo Cr,"CA - Central Coast, Cape Caution to Caamano Sound, east to Tatla Lake",Chum,Fall,Kitasoo Cr,CM-18,HECATE LOWLANDS,7, Harvest ,Primary,"1,500,000",Release,Seapen,Trout Bay,7,"1,080,000",,,,
BC North Coast,CDP,Kitasoo Cr,"CA - Central Coast, Cape Caution to Caamano Sound, east to Tatla Lake",Coho,Fall,Kitasoo Cr,CO-27,HECATE STRAIT MAINLAND,7,,Primary,"80,100",Transfer Out,Egg,Central Coast Sch,,100,,,,
BC North Coast,CDP,Kitasoo Cr,"CA - Central Coast, Cape Caution to Caamano Sound, east to Tatla Lake",Coho,Fall,Kitasoo Cr,CO-27,HECATE STRAIT MAINLAND,7, Harvest ,Alternate, -   ,Release,Fed Fry,Klemtu Cr,7,"10,000",,,,This is a contingency target to allow for surplus fry from Kitasoo Creek to be released if Kitasoo Creek is thought to be fully seeded.
BC North Coast,CDP,Kitasoo Cr,"CA - Central Coast, Cape Caution to Caamano Sound, east to Tatla Lake",Coho,Fall,Kitasoo Cr,CO-27,HECATE STRAIT MAINLAND,7, Harvest ,Primary, -   ,Release,Seapen 1+,Trout Bay,7,"43,200",,,,Results of BKD screening can result in egg culls and/or fry releases. Egg and release targets (see Klemtu Cr alternate production line) adjusted to reflect this.
BC North Coast,OPS,Kitimat R,WEM - Kitimat River Hatchery,Chinook,Spring,Hirsch Cr,CK-42,NORTH & CENTRAL COAST-EARLY TIMING,6, Harvest ,Alternate,"220,000",Release,Smolt 0+,Hirsch Cr,6,"200,000",,,,"2017 include in plan as maximum (opportunistic). Hirsch Creek removed from 2016 plan.  Has not been enhanced in a full cycle and resources are directed at higher priority Kitimat stock, thus listed as alternate."
BC North Coast,OPS,Kitimat R,WEM - Kitimat River Hatchery,Chinook,Spring,Kitimat R,CK-42,NORTH & CENTRAL COAST-EARLY TIMING,6, Harvest ,Primary,"2,300,000",Release,Smolt 0+,Kitimat R,6,"2,000,000",Coded Wire Tag,AD,"200,000",
BC North Coast,OPS,Kitimat R,WEM - Kitimat River Hatchery,Chinook,Spring,Kitimat R,CK-42,NORTH & CENTRAL COAST-EARLY TIMING,6, Harvest ,Primary, -   ,Release,Smolt 0+,Kitimat R,6, -   ,Parentage-based Tagging,N/A,"2,000,000",
BC North Coast,OPS,Kitimat R,WEM - Kitimat River Hatchery,Chum,Summer,Kitimat R,CM-20,DOUGLAS-GARDNER,6, Harvest ,Primary,"2,000,000",Release,Fed Fry,Kitimat R,6,"1,700,000",Thermal,N/A,"1,700,000",
BC North Coast,OPS,Kitimat R,WEM - Kitimat River Hatchery,Coho,Fall,Kitimat R,CO-29,DOUGLAS CHANNEL-KITIMAT ARM,6,,Primary,"651,500",Transfer Out,Egg,Coast Mtn (Kitimat) Sch,,"1,500",,,,
BC North Coast,OPS,Kitimat R,WEM - Kitimat River Hatchery,Coho,Fall,Kitimat R,CO-29,DOUGLAS CHANNEL-KITIMAT ARM,6, Harvest ,Primary, -   ,Release,Fed Fry,Kitimat R,6,"100,000",,,,Up to 100K (surplus) could be released as fed fry below the hatchery in the spring.
BC North Coast,OPS,Kitimat R,WEM - Kitimat River Hatchery,Coho,Fall,Kitimat R,CO-29,DOUGLAS CHANNEL-KITIMAT ARM,6, Harvest ,Primary, -   ,Release,Smolt 1+,Kitimat R,6,"500,000",,,,
BC North Coast,CDP,Old Massett,CA - Haida Gwaii,Chinook,Summer,Yakoun R,CK-43,HAIDA GWAII-NORTH,1, Rebuilding ,Primary,"250,000",Release,Smolt 0+,Yakoun R,1,"225,000",,,,
BC North Coast,CDP,Old Massett,CA - Haida Gwaii,Coho,Fall,Mamin R,CO-25,HG-GRAHAM ISLAND LOWLANDS,1,,Primary,"40,000",Transfer Out,Egg,Haida Gwaii Sch,,100,,,,
BC North Coast,CDP,Old Massett,CA - Haida Gwaii,Coho,Fall,Mamin R,CO-25,HG-GRAHAM ISLAND LOWLANDS,1, Harvest ,Primary, -   ,Release,Fed Fry,Mamin R,1,"36,000",,,,"Mamin coho will be incubated and reared at Old Masset hatchery, in partnership with Port Clements R&G Club. Fry stocked above an impassable barrier."
BC North Coast,CDP,Old Massett,CA - Haida Gwaii,Coho,Fall,Yakoun R,CO-25,HG-GRAHAM ISLAND LOWLANDS,1, Harvest ,Primary,"100,000",Release,Smolt 1+,Yakoun R,1,"90,000",,,,
BC North Coast,OPS,Pinkut Cr,Ops Mgr - Pinkut Cr Spawning Chan,Sockeye,Summer,Pinkut Ch,SEL-21-02,BABINE,4, Harvest ,Primary,"73,000,000",Release,Chan Fry,Pinkut Ch,4,"36,500,000",,,,
BC North Coast,OPS,Pinkut Cr,Ops Mgr - Pinkut Cr Spawning Chan,Sockeye,Summer,Pinkut Cr,SEL-21-02,BABINE,4, Harvest ,Primary,"25,000,000",Release,Nat Emerg,Pinkut Cr,4,"3,750,000",,,,
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Chinook,Fall,Wannock R,CK-38,WANNOCK,9, Harvest ,Alternate, -   ,Release,Seapen 0+,Wannock Est,9,"375,000",Coded Wire Tag,AD,"25,000",2017: River's Inlet (Percy Walkus) taking on production of this stock; previously enhanced at Snootli Hatchery.  Snootli will serve as an alternative duing the transition year (2017).
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Chinook,Fall,Wannock R,CK-38,WANNOCK,9, Harvest ,Alternate, -   ,Release,Seapen 0+,Wannock Est,9, -   ,Parentage-based Tagging,N/A,"225,000",
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Chinook,Fall,Wannock R,CK-38,WANNOCK,9, Harvest ,Alternate,"400,000",Release,Smolt 0+,Wannock R,9,"25,000",Coded Wire Tag,AD,"25,000",All broodstock will be DNA sampled for parental-based tagging of the juveniles.
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Chinook,Fall,Wannock R,CK-38,WANNOCK,9, Harvest ,Alternate, -   ,Release,Smolt 0+,Wannock R,9, -   ,Parentage-based Tagging,N/A,"25,000",
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Chinook,Summer,Atnarko R Low,CK-39,BELLA COOLA-BENTINCK,8, Assessment/Harvest ,Primary,"1,050,000",Release,Smolt 0+,Atnarko R Low,8,"950,000",Coded Wire Tag,AD,"200,000","If egg targets for either the upper or lower Atnarko can not be reached, extra eggs may be taken from the other reach."
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Chinook,Summer,Atnarko R Low,CK-39,BELLA COOLA-BENTINCK,8, Assessment/Harvest ,Primary, -   ,Release,Smolt 0+,Atnarko R Low,8, -   ,Parentage-based Tagging,N/A,"950,000",
