Stock,Region,Catch.Year,CWTs,Ages,SEAK.Troll,SEAK.Net,SEAK.Sport,NBC.Troll,NBC.Sport,WCVI.Troll,WCVI.Sport,ISBM.NCBC.Troll,ISBM.NCBC.Net,ISBM.NCBC.Sport,ISBM.SBC.Troll,ISBM.SBC.Net,ISBM.SBC.Sport,ISBM.NF.Troll,ISBM.NF.Sport,ISBM.SF.Troll,ISBM.SF.Sport,ISBM.WAC.Net,ISBM.PS.Net,ISBM.PS.Sport,Term.SEAK.Troll,Term.SEAK.Net,Term.SEAK.Sport,Term.CAN.Net,Term.CAN.Sport,Term.SUS.Troll,Term.SUS.Net,Term.SUS.Sport,Stray,Escapement
Kitsumkalum,North Coast,2000,309,"3,4,5,6",10.36,0.00,11.33,0.00,9.06,0.00,0.00,0.00,8.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.88,0.00,0.00,0.00,0.00,57.28
Kitsumkalum,North Coast,2001,426,"3,4,5,6",15.96,0.00,14.79,0.94,0.00,0.00,0.00,0.00,13.38,6.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.52,0.00,0.00,0.00,0.23,44.60
Kitsumkalum,North Coast,2002,654,"3,4,5,6",23.09,0.61,8.41,2.45,9.48,0.00,0.00,0.00,5.05,9.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.21,0.00,0.00,0.00,0.00,38.69
Kitsumkalum,North Coast,2003,567,"3,4,5,6",17.46,0.00,1.41,7.05,3.00,0.00,0.00,0.00,0.53,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,0.00,0.00,0.00,0.00,63.14
Kitsumkalum,North Coast,2004,766,"3,4,5,6",9.92,4.05,5.74,1.04,13.05,0.00,0.00,0.00,1.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.31,0.00,0.00,0.00,0.00,63.32
Kitsumkalum,North Coast,2005,244,"3,4,5,6",23.36,0.00,3.69,4.10,11.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.61,0.00,0.00,0.00,0.00,49.18
Kitsumkalum,North Coast,2006,258,"3,4,5,6",17.05,4.65,5.04,3.49,7.75,0.00,0.00,0.00,7.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.20,0.00,0.00,0.00,0.00,48.45
Kitsumkalum,North Coast,2007,452,"3,4,5,6",16.37,1.11,6.64,1.99,7.96,0.00,0.00,0.00,2.43,3.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.11,0.00,0.00,0.00,0.00,59.07
Kitsumkalum,North Coast,2008,439,"3,4,5,6",8.66,0.23,5.01,3.19,8.20,0.00,0.00,0.00,14.35,11.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.67,0.00,0.00,0.00,0.00,35.08
Kitsumkalum,North Coast,2009,571,"3,4,5,6",15.76,3.15,6.48,1.58,5.08,0.53,0.00,0.00,0.88,4.38,0.00,0.00,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.88,0.00,0.00,0.00,0.00,60.95
Kitsumkalum,North Coast,2010,769,"3,4,5,6",7.02,0.65,5.33,3.12,7.28,0.00,0.00,0.00,1.17,11.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.98,0.00,0.00,0.00,0.00,58.13
Kitsumkalum,North Coast,2011,413,"3,4,5,6",15.74,0.00,1.45,2.42,5.08,0.00,0.00,0.00,8.72,13.80,0.00,0.00,0.00,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.42,0.00,0.00,0.00,0.00,49.88
Kitsumkalum,North Coast,2012,224,"3,4,5,6",19.20,1.34,2.68,1.34,5.80,0.00,0.00,0.00,1.79,8.93,0.00,0.00,1.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.59
Kitsumkalum,North Coast,2013,236,"3,4,5,6",10.59,0.00,3.39,6.36,1.69,0.00,0.00,0.00,0.42,7.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.12,0.00,0.00,0.00,0.00,67.80
Kitsumkalum,North Coast,2014,248,"3,4,5,6",11.69,0.40,2.02,1.61,5.24,0.00,0.00,0.00,0.00,6.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.68,0.00,0.00,0.00,0.00,63.31
Kitsumkalum,North Coast,2015,461,"3,4,5,6",11.28,7.59,3.25,2.82,4.99,0.00,0.00,0.00,0.00,4.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.86,0.00,0.00,0.00,0.00,59.87
Kitsumkalum,North Coast,2016,605,"3,4,5,6",8.93,5.62,2.15,1.32,4.96,0.00,0.00,0.00,0.00,13.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.79,0.00,0.00,0.00,0.00,58.68
Kitsumkalum,North Coast,2017,262,"3,4,5,6",10.69,0.00,2.29,6.87,1.91,0.00,0.00,0.00,0.00,24.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.82,0.00,0.00,0.00,0.00,49.62
Kitsumkalum,North Coast,2018,228,"3,4,5,6",6.14,0.00,0.00,3.07,3.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87.28
Kitsumkalum,North Coast,2019,490,"4,5,6",6.12,4.08,2.65,0.61,3.47,0.00,0.00,0.00,0.00,9.80,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73.06
Harrison,Fraser,1984,2464,"2,3",0.12,0.00,0.00,0.97,0.00,28.86,0.00,3.86,0.32,0.00,14.81,5.72,26.54,1.70,0.12,0.32,0.00,0.00,1.75,4.30,0.00,0.00,0.00,0.00,0.41,0.00,0.32,0.00,0.00,9.86
Harrison,Fraser,1985,1759,"2,3,4",0.17,0.00,0.00,1.08,0.00,22.85,0.40,1.71,1.25,0.00,7.67,3.30,24.45,0.91,0.17,0.17,0.00,0.00,3.01,3.18,0.00,0.00,0.00,0.00,0.34,0.00,0.40,0.00,0.00,28.94
Harrison,Fraser,1986,992,"2,3,4,5",1.51,0.00,0.00,0.40,0.00,17.14,0.40,2.62,1.51,0.30,18.25,8.97,22.68,0.00,0.00,0.00,0.00,0.00,0.50,4.03,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,21.17
Harrison,Fraser,1987,611,"2,3,4,5",0.82,0.00,0.00,0.00,0.00,9.00,0.00,0.49,1.47,0.00,8.51,4.42,25.04,3.27,0.33,0.00,0.00,0.00,5.40,2.13,0.00,0.00,0.00,0.00,0.82,0.00,1.15,0.00,0.00,37.15
Harrison,Fraser,1988,1662,"2,3,4,5",0.42,0.00,0.60,0.00,0.00,3.49,2.05,1.02,1.56,0.00,9.87,5.66,31.77,3.37,0.00,0.72,0.00,0.00,6.74,5.42,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,27.02
Harrison,Fraser,1989,2465,"2,3,4,5",0.20,0.00,0.00,0.28,0.00,24.14,0.93,0.65,0.32,0.00,5.35,5.60,23.00,5.52,0.16,0.85,0.00,0.00,4.06,4.62,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0.00,23.98
Harrison,Fraser,1990,3041,"2,3,4,5",0.49,0.00,0.00,0.79,0.00,19.37,1.35,0.66,0.49,0.00,4.54,1.05,11.44,6.02,0.13,0.00,0.00,0.00,2.53,5.98,0.00,0.00,0.00,1.25,0.33,0.00,0.13,0.00,0.00,43.44
Harrison,Fraser,1991,1736,"2,3,4,5",0.00,0.12,0.00,0.00,0.00,28.05,0.00,0.29,1.15,0.00,8.29,2.82,12.85,10.71,0.00,0.92,0.00,0.00,1.96,4.49,0.00,0.00,0.00,1.21,0.35,0.00,0.00,0.00,0.00,26.79
Harrison,Fraser,1992,1762,"2,3,4,5",0.00,0.00,0.00,0.40,0.00,17.82,0.00,0.11,0.17,0.00,12.66,1.14,11.75,12.49,0.00,0.23,0.00,0.00,0.96,6.92,0.00,0.00,0.00,0.62,0.23,0.00,0.00,0.00,0.00,34.51
Harrison,Fraser,1993,1139,"2,3,4,5",0.97,0.00,0.00,0.26,0.00,19.05,0.00,0.44,0.26,0.00,6.50,0.79,7.29,9.04,0.00,0.97,0.00,0.00,0.00,2.11,0.00,0.00,0.00,2.02,0.00,0.00,0.61,0.00,0.00,49.69
Harrison,Fraser,1994,422,"2,3,4,5",0.00,0.00,0.00,0.00,0.00,20.62,2.37,0.00,0.47,0.00,10.19,3.32,7.35,2.37,0.00,0.95,0.00,0.00,2.84,2.37,0.00,0.00,0.00,1.90,0.95,0.00,0.00,0.00,0.00,44.31
Harrison,Fraser,1995,435,"2,3,4,5",0.00,0.00,0.00,0.00,0.00,17.93,0.00,0.00,1.84,0.00,0.00,0.69,17.93,6.44,0.46,1.38,0.00,0.00,2.99,3.68,0.00,0.00,0.00,2.07,0.69,0.00,0.00,0.00,4.60,39.31
Harrison,Fraser,1996,1210,"2,3,4,5",0.00,0.17,0.00,0.00,0.00,1.57,0.17,0.00,0.41,0.00,0.00,0.08,23.31,3.39,0.00,0.74,0.00,0.00,0.00,7.77,0.00,0.00,0.00,0.33,0.33,0.00,0.00,0.00,0.08,61.65
Harrison,Fraser,1997,852,"2,3,4,5",1.53,0.00,0.00,0.00,0.00,13.15,3.40,0.00,0.70,0.00,0.12,0.70,19.13,6.92,0.00,3.05,0.00,0.00,2.70,6.46,0.00,0.00,0.00,2.23,0.00,0.00,0.35,0.00,0.00,39.55
Harrison,Fraser,1998,1178,"2,3,4,5",0.85,0.00,0.00,0.00,0.00,0.59,0.00,0.00,0.00,0.00,0.00,0.00,3.57,3.99,0.00,1.10,0.00,0.00,0.17,0.34,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.85,88.29
Harrison,Fraser,1999,1250,"2,3,4,5",0.24,0.40,0.00,0.48,0.00,0.64,1.28,0.24,0.00,0.00,0.00,0.00,10.32,13.52,0.40,0.72,0.00,0.00,0.16,0.64,0.00,0.00,0.00,0.64,0.24,0.00,0.72,0.00,0.88,68.48
Harrison,Fraser,2000,585,"2,3,4,5",1.71,0.00,0.00,0.51,0.00,13.68,4.27,0.00,0.00,0.00,0.00,0.00,11.62,13.16,0.00,2.05,0.00,0.00,0.00,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.68,0.00,0.00,51.45
Harrison,Fraser,2001,946,"2,3,4,5",0.32,0.00,0.00,0.00,0.00,6.13,2.22,0.00,0.00,0.00,0.00,0.00,6.66,5.50,1.59,1.37,0.00,0.95,0.11,2.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.53,71.78
Harrison,Fraser,2002,505,"2,3,4,5",0.40,0.00,0.00,0.00,0.00,8.51,2.18,0.00,0.00,0.00,0.00,5.35,7.72,11.68,1.19,0.40,0.00,0.00,0.59,2.18,0.00,0.00,0.00,0.79,0.00,0.00,1.58,0.00,0.20,57.23
Harrison,Fraser,2003,416,"2,3,4,5",1.68,0.00,0.00,0.00,0.00,10.82,3.85,0.00,0.00,0.00,0.00,0.00,6.73,9.38,1.44,0.00,0.00,0.00,0.24,1.68,0.00,0.00,0.00,1.92,0.00,0.00,0.00,0.00,0.48,61.78
Harrison,Fraser,2004,571,"2,3,4,5",1.23,0.00,0.00,0.88,0.00,17.69,6.48,0.00,0.00,0.00,0.00,0.00,0.70,15.94,0.53,0.00,0.00,0.00,0.18,3.33,0.00,0.00,0.00,2.45,0.00,0.00,0.00,0.00,0.00,50.61
Harrison,Fraser,2005,726,"2,3,4,5",0.00,0.00,0.00,0.28,0.00,14.33,4.13,0.00,0.00,0.00,0.00,0.00,6.89,6.20,2.62,0.28,0.00,0.00,0.00,0.55,0.00,0.00,0.00,5.10,0.00,0.00,0.41,0.00,1.24,57.99
Harrison,Fraser,2006,415,"3,4,5",1.20,0.00,0.00,0.72,0.00,20.72,6.02,0.00,0.00,0.00,0.00,0.00,2.89,13.73,0.96,1.20,0.00,0.00,0.00,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.05
Harrison,Fraser,2007,979,"2,4,5",0.00,0.00,0.00,0.00,0.00,9.70,1.02,0.00,0.00,0.00,0.00,0.00,3.27,1.12,0.10,0.00,0.00,0.00,0.00,1.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,83.66
Harrison,Fraser,2008,800,"2,3,5",0.38,0.25,0.00,0.00,0.00,27.38,11.13,0.00,0.00,0.00,0.00,0.13,7.88,5.13,1.25,0.00,0.00,0.00,1.63,1.63,0.00,0.00,0.00,0.50,0.00,0.00,0.38,0.00,0.00,42.38
Harrison,Fraser,2009,2203,"2,3,4",0.05,0.00,0.00,0.18,0.05,1.45,3.63,0.00,0.00,0.05,0.00,0.00,4.36,1.23,0.18,0.00,0.00,0.00,0.09,1.82,0.00,0.00,0.00,1.50,1.59,0.00,0.00,0.00,0.05,83.79
Harrison,Fraser,2010,2004,"2,3,4,5",0.65,0.00,0.00,0.20,0.00,3.94,3.74,0.00,0.00,0.25,0.00,0.00,5.54,4.04,1.15,0.00,0.00,0.00,0.45,2.00,0.00,0.00,0.00,1.05,0.30,0.00,0.15,0.00,0.05,76.50
Harrison,Fraser,2011,2728,"2,3,4,5",0.26,0.00,0.00,0.15,0.37,3.30,5.28,0.00,0.00,0.15,0.00,0.81,5.10,3.12,0.59,0.04,0.00,0.00,0.40,2.13,0.00,0.00,0.00,1.36,0.00,0.00,0.11,0.00,0.00,76.87
Harrison,Fraser,2012,2090,"2,3,4,5",0.24,0.00,0.00,0.00,0.00,1.34,0.67,0.00,0.00,0.00,0.00,0.10,9.62,3.40,0.48,0.24,0.00,0.00,0.14,4.98,0.00,0.00,0.00,0.33,0.91,0.00,0.10,0.00,0.05,77.42
Harrison,Fraser,2013,3475,"2,3,4,5",0.00,0.14,0.09,0.00,0.06,2.01,2.27,0.00,0.00,0.06,0.00,1.04,7.51,5.06,0.89,0.29,0.00,0.00,0.26,3.83,0.00,0.00,0.00,0.00,0.46,0.00,0.43,0.00,1.27,74.33
Harrison,Fraser,2014,2273,"2,3,4,5",0.48,0.04,0.13,0.00,0.00,3.92,0.88,0.00,0.00,0.00,0.04,1.94,13.81,5.15,0.75,0.84,0.00,0.00,0.53,2.11,0.00,0.00,0.00,3.26,0.00,0.00,0.09,0.00,0.00,66.04
Harrison,Fraser,2015,1836,"2,3,4,5",0.16,0.05,0.00,0.44,0.00,0.93,1.03,0.00,0.00,0.00,0.00,1.20,10.29,3.54,0.00,0.87,0.00,0.27,0.27,1.63,0.00,0.00,0.00,2.07,0.33,0.00,0.00,0.00,0.00,76.91
Harrison,Fraser,2016,2681,"2,3,4,5",0.45,0.26,0.00,0.22,0.00,0.75,2.69,0.00,0.00,0.00,0.00,0.22,11.15,1.38,0.48,0.07,0.00,0.00,0.04,0.30,0.00,0.00,0.00,1.64,0.41,0.00,0.00,0.00,0.86,79.07
Harrison,Fraser,2017,1730,"2,3,4,5",0.00,0.00,0.00,0.46,0.00,2.20,7.46,0.00,0.00,0.12,0.00,0.64,21.79,8.21,0.46,0.17,0.00,0.00,0.00,1.04,0.00,0.00,0.00,0.69,0.00,0.00,0.29,0.00,0.00,56.47
Harrison,Fraser,2018,2607,"2,3,4,5",0.15,0.19,0.00,0.42,0.00,0.54,4.03,0.00,0.00,0.04,0.00,0.96,13.20,6.06,0.27,0.08,0.00,0.00,0.46,1.34,0.00,0.00,0.00,3.38,0.08,0.00,0.08,0.00,0.00,68.74
Harrison,Fraser,2019,1834,"2,3,4,5",0.27,0.22,0.00,0.00,0.00,1.42,0.76,0.00,0.00,0.22,0.00,0.76,14.50,2.89,0.33,0.00,0.00,0.00,1.20,2.67,0.00,0.00,0.00,2.07,0.49,0.00,0.00,0.00,1.04,71.16
Dome,Fraser,1990,41,"3,4",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.20,0.00,0.00,0.00,12.20,0.00,0.00,0.00,0.00,7.32,68.29
Dome,Fraser,1991,154,"3,4,5",0.00,0.00,0.00,0.00,0.00,0.65,0.00,0.00,0.00,0.00,0.65,0.00,10.39,1.30,0.00,0.00,0.00,0.00,0.00,13.64,0.00,0.00,0.00,3.90,3.25,0.00,0.00,0.00,2.60,63.64
Dome,Fraser,1992,160,"3,4,5,6",0.00,0.00,0.00,0.00,0.00,4.38,0.00,0.00,0.00,0.00,3.13,0.00,8.75,1.25,0.00,0.00,0.63,0.00,0.00,5.63,0.00,0.00,0.00,45.00,0.00,0.00,0.00,0.00,0.00,31.25
Dome,Fraser,1993,351,"3,4,5,6",0.00,0.00,0.00,0.00,1.42,1.71,0.00,0.00,0.00,0.00,0.00,0.00,5.98,1.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.57,5.70,0.00,0.00,0.00,0.00,33.90
Dome,Fraser,1994,297,"3,4,5,6",0.67,0.00,0.00,0.00,0.00,2.02,0.00,0.00,0.00,0.00,0.00,0.00,1.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.26,2.36,0.00,0.00,0.00,0.00,67.34
Dome,Fraser,1995,525,"3,4,5,6",0.00,0.00,0.00,0.95,0.00,1.52,0.00,0.00,0.00,0.00,0.00,0.00,5.71,0.38,0.00,0.00,0.00,0.00,0.00,1.52,0.00,0.00,0.00,20.57,3.05,0.00,0.00,0.00,0.00,66.29
Dome,Fraser,1996,360,"3,4,5,6",0.00,0.00,0.00,0.56,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.00,6.94,0.00,0.00,0.00,0.00,0.00,0.00,2.22,0.00,0.00,0.00,36.67,4.44,0.00,0.00,0.00,0.00,48.89
Dome,Fraser,1997,318,"3,4,5,6",0.00,0.00,0.00,0.00,0.00,0.63,0.31,0.00,0.00,0.00,0.00,0.00,6.92,1.26,0.00,0.00,0.00,0.00,1.26,0.00,0.00,0.00,0.00,38.36,0.00,0.00,0.00,0.00,0.00,51.26
Dome,Fraser,1998,230,"3,4,5,6",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.43,7.39,0.00,0.00,0.00,0.00,44.35
Dome,Fraser,1999,50,"3,4,5,6",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,12.00,0.00,0.00,0.00,0.00,46.00
Dome,Fraser,2000,96,"3,4,5,6",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.75,3.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.50,0.00,0.00,0.00,0.00,0.00,40.63
Dome,Fraser,2001,307,"3,4,5,6",0.00,0.00,0.00,0.00,0.00,1.95,0.00,0.00,0.00,0.00,0.00,0.00,15.31,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.31,2.93,0.00,0.00,0.00,0.00,21.17
Dome,Fraser,2002,134,"4,5,6",0.00,0.00,0.00,11.94,0.00,11.19,0.00,0.00,0.00,0.00,0.00,0.00,11.94,3.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.40,0.00,0.00,0.00,0.00,0.00,41.79
Dome,Fraser,2003,152,"3,5,6",0.00,0.00,0.00,5.26,0.00,0.00,7.24,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.87,0.00,0.00,0.00,0.00,0.00,15.13
Dome,Fraser,2004,6,"3,4,6",0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,16.67,0.00,0.00,0.00,0.00,33.33
Dome,Fraser,2005,224,"3,4,5",0.00,0.00,0.00,4.02,0.00,0.45,0.00,0.00,0.00,0.00,0.00,0.00,4.02,0.00,0.00,0.00,0.00,0.00,0.00,0.89,0.00,0.00,0.00,58.48,7.14,0.00,0.00,0.00,0.00,25.00
Dome,Fraser,2006,90,"4,5,6",0.00,0.00,0.00,0.00,0.00,8.89,0.00,0.00,0.00,0.00,0.00,0.00,6.67,1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.11,0.00,0.00,0.00,0.00,0.00,52.22
Dome,Fraser,2007,19,"5,6",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.11,0.00,0.00,0.00,26.32,0.00,0.00,0.00,0.00,0.00,31.58
Cowichan,ECVI,1989,612,"2,4",1.80,0.00,0.00,0.00,0.00,3.10,0.00,0.49,0.98,0.00,5.72,8.99,48.20,0.98,0.00,0.00,0.00,0.00,0.98,1.31,0.00,0.00,0.00,4.90,0.00,0.00,1.63,0.00,0.49,20.42
Cowichan,ECVI,1990,2032,"2,3,5",0.00,0.00,0.00,0.10,0.00,2.21,0.05,1.13,2.76,0.05,13.24,7.33,57.38,0.64,0.20,0.00,0.00,0.00,1.38,1.97,0.00,0.00,0.00,0.69,0.00,0.00,0.34,0.00,0.34,10.19
Cowichan,ECVI,1991,4231,"2,3,4",0.07,0.00,0.00,0.19,0.00,3.85,0.71,0.35,0.54,0.17,9.03,3.62,61.71,0.73,0.00,0.00,0.00,0.00,1.96,0.87,0.00,0.00,0.00,0.38,0.00,0.00,0.99,0.00,0.26,14.56
Cowichan,ECVI,1992,4600,"2,3,4,5",0.04,0.13,0.00,0.37,0.00,8.63,0.83,0.98,0.89,0.07,17.83,3.11,53.17,0.24,0.00,0.00,0.00,0.00,0.61,1.28,0.00,0.00,0.00,0.87,0.00,0.00,0.43,0.00,0.37,10.15
Cowichan,ECVI,1993,4174,"2,3,4,5",0.26,0.00,0.00,0.10,0.00,7.86,0.98,0.50,0.50,0.00,11.91,2.83,55.03,0.55,0.00,0.00,0.00,0.00,0.00,0.46,0.00,0.00,0.00,1.05,0.00,0.00,0.79,0.00,0.19,16.99
Cowichan,ECVI,1994,1330,"2,3,4,5",0.53,0.00,0.00,0.38,0.00,3.98,0.23,0.15,2.11,0.00,4.96,5.49,43.31,0.30,0.00,0.00,0.00,0.00,0.75,0.68,0.00,0.00,0.00,4.21,0.53,0.00,2.41,0.00,0.60,29.40
Cowichan,ECVI,1995,1687,"2,3,4,5",0.24,0.00,0.00,0.00,0.00,5.39,0.41,0.00,1.42,0.00,0.00,1.36,41.26,0.00,0.00,0.00,0.00,0.00,0.24,1.01,0.00,0.00,0.00,2.07,0.18,0.00,1.66,0.00,1.24,43.51
Cowichan,ECVI,1996,1362,"2,3,4,5",0.22,0.00,0.00,0.00,0.00,0.29,0.95,0.00,0.44,0.00,0.00,0.37,51.32,0.00,0.00,0.00,0.00,0.00,0.00,4.92,0.00,0.00,0.00,4.70,0.51,0.00,0.81,0.00,1.25,34.21
Cowichan,ECVI,1997,918,"2,3,4,5",0.98,0.00,0.00,0.00,0.00,3.27,0.87,0.00,0.33,0.44,0.00,0.98,27.56,0.00,0.00,0.00,0.00,0.00,1.74,3.49,0.00,0.00,0.00,0.33,0.44,0.00,0.87,0.00,0.76,57.95
Cowichan,ECVI,1998,490,"2,3,4,5",3.88,0.00,0.00,0.00,0.00,0.41,1.63,0.00,0.00,0.82,0.00,0.41,34.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.57,0.00,0.00,2.86,0.00,3.67,43.47
Cowichan,ECVI,1999,580,"2,3,4,5",0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.00,0.00,0.52,0.00,0.00,53.28,0.86,0.52,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,1.21,1.55,0.00,6.21,0.00,3.45,31.55
Cowichan,ECVI,2000,798,"2,3,4,5",1.50,0.38,0.00,0.00,0.00,1.25,4.76,0.00,0.00,0.00,0.00,0.00,24.81,0.00,0.00,0.00,0.00,0.00,0.00,2.26,0.00,0.00,0.00,0.50,0.50,0.00,4.14,0.00,1.25,58.65
Cowichan,ECVI,2001,781,"2,3,4,5",0.26,0.00,0.00,0.00,0.00,9.60,0.00,0.00,0.00,0.00,0.00,0.00,33.29,0.13,0.00,0.00,0.00,0.00,0.13,2.82,0.00,0.00,0.00,6.53,0.00,0.00,10.63,0.00,4.23,32.39
Cowichan,ECVI,2002,715,"2,3,4,5",1.54,0.00,0.00,0.00,0.00,3.50,1.54,0.00,0.00,0.98,0.00,0.00,38.18,0.28,0.00,0.28,0.00,0.00,0.42,6.29,0.00,0.00,0.00,7.97,2.38,0.00,3.22,0.00,2.66,30.77
Cowichan,ECVI,2003,395,"2,3,4,5",2.03,0.25,0.00,2.53,0.00,9.11,3.04,0.25,0.00,0.00,0.00,0.00,39.24,0.51,0.00,0.00,0.00,0.00,0.00,3.80,0.00,0.00,0.00,4.56,1.52,0.00,7.34,0.00,2.28,23.54
Cowichan,ECVI,2004,394,"2,3,4,5",0.00,0.25,0.00,0.76,0.00,15.23,7.36,0.00,0.00,2.03,0.00,0.00,31.98,2.54,0.00,0.00,0.00,0.00,0.00,2.28,0.00,0.00,0.00,1.52,0.00,0.00,8.38,0.00,6.60,21.07
Cowichan,ECVI,2005,364,"2,3,4,5",0.00,0.27,0.00,1.37,4.95,23.35,1.92,0.00,1.37,0.00,0.00,0.00,7.69,0.27,0.82,0.00,0.00,0.00,3.02,1.65,0.00,0.00,0.00,7.69,0.00,0.00,10.99,0.00,10.16,24.45
Cowichan,ECVI,2006,288,"3,4,5",1.04,0.00,0.00,0.69,0.00,20.83,4.51,0.00,0.00,0.00,0.00,0.00,20.49,2.78,0.69,0.00,0.00,0.00,0.69,5.21,0.00,0.00,0.00,6.60,0.00,0.00,4.51,0.00,4.51,27.43
Cowichan,ECVI,2007,250,"2,4,5",0.00,0.00,0.80,0.00,0.00,8.80,1.60,0.00,1.60,0.00,0.00,0.00,16.80,0.40,0.80,0.00,0.00,0.00,0.80,0.00,0.00,0.00,0.00,6.00,0.00,0.00,7.60,0.00,2.00,52.80
Cowichan,ECVI,2008,274,"2,3,5",0.00,0.00,0.36,0.00,0.00,12.04,4.38,0.00,0.00,0.00,0.00,0.00,37.96,1.09,0.00,0.00,0.00,0.00,0.00,0.73,0.00,0.00,0.00,5.84,0.00,0.00,5.11,0.00,4.38,28.10
