species,relY,region,CWT_rate
Chinook,2000,CCST,0.9643643671697437
Chinook,2000,ISC,0.7219004715154816
Chinook,2000,NCST,0.8613805895288921
Chinook,2000,WCVI,0.8484787491936653
Chinook,2001,CCST,0.9516878655802835
Chinook,2001,ISC,0.7059494802273742
Chinook,2001,NCST,0.707802454251502
Chinook,2001,WCVI,0.7743003973146951
Chinook,2002,CCST,0.8204085194703447
Chinook,2002,ISC,0.7755477578397957
Chinook,2002,NCST,0.7736777554017837
Chinook,2002,WCVI,0.8220580972919913
Chinook,2003,CCST,0.9547594783862564
Chinook,2003,ISC,0.7331446206699296
Chinook,2003,NCST,0.8443597562381224
Chinook,2003,WCVI,0.7473200109903678
Chinook,2004,CCST,0
Chinook,2004,ISC,0.6002429642020848
Chinook,2004,NCST,0.8459334817361248
Chinook,2004,WCVI,0.43678712161031075
Chinook,2005,CCST,0.05246097082601125
Chinook,2005,ISC,0.472227201188344
Chinook,2005,NCST,0.14614794450482707
Chinook,2005,WCVI,0.39629925566592433
Chinook,2006,CCST,0.924332256446532
Chinook,2006,ISC,0.5590489283774308
Chinook,2006,NCST,0.15014003766269451
Chinook,2006,WCVI,0.4613556902612849
Chinook,2007,CCST,0.9041218489417038
Chinook,2007,ISC,0.5897771034999612
Chinook,2007,NCST,0.10071777238190761
Chinook,2007,WCVI,0.43863529197272727
Chinook,2008,CCST,0.9500896960043427
Chinook,2008,ISC,0.5747260217922742
Chinook,2008,NCST,0.09361866824073321
Chinook,2008,WCVI,0.4876853682398536
Chinook,2009,CCST,0.9949767417573572
Chinook,2009,ISC,0.5603009192441846
Chinook,2009,NCST,0.1541621206864728
Chinook,2009,WCVI,0.4195705004927428
Chinook,2010,CCST,0.9788497304806848
Chinook,2010,ISC,0.5421996744032388
Chinook,2010,NCST,0.12584747486772685
Chinook,2010,WCVI,0.370942140907555
Chinook,2011,CCST,0.9561475050441829
Chinook,2011,ISC,0.5721046255101407
Chinook,2011,NCST,0.1546725942391405
Chinook,2011,WCVI,0.4278501472828452
Chinook,2012,CCST,0.9756378110543946
Chinook,2012,ISC,0.5592496481585602
Chinook,2012,NCST,0.12813457073763015
Chinook,2012,WCVI,0.39992919128358345
Chinook,2013,CCST,0.9931012748247919
Chinook,2013,ISC,0.5762496818434922
Chinook,2013,NCST,0.19759323734106543
Chinook,2013,WCVI,0.3774639266067709
Chinook,2014,CCST,0.9843855500630991
Chinook,2014,ISC,0.5927044640718347
Chinook,2014,NCST,0.11132004853358406
Chinook,2014,WCVI,0.4026085915835406
Chinook,2015,CCST,0.9733738571937214
Chinook,2015,ISC,0.6287089547564625
Chinook,2015,NCST,0.9316418458204568
Chinook,2015,WCVI,0.42847749091687604
Chinook,2016,CCST,0.9736374156658901
Chinook,2016,ISC,0.6409941475765973
Chinook,2016,NCST,0.9333361114710639
Chinook,2016,WCVI,0.45793952387907266
Chinook,2017,CCST,0.9775744519301955
Chinook,2017,ISC,0.6579818319035979
Chinook,2017,NCST,0.9580029039578861
Chinook,2017,WCVI,0.17529603799008145
Chinook,2018,CCST,0.9780636483072943
Chinook,2018,ISC,0.6491254984866992
Chinook,2018,NCST,0.9236776745469598
Chinook,2018,WCVI,0.4850915964481913
Chinook,2019,CCST,0.9987514406090822
Chinook,2019,ISC,0.6519186047100249
Chinook,2019,NCST,0.8717047629095054
Chinook,2019,WCVI,0.4548183173097585
Chinook,2020,CCST,0
Chinook,2020,ISC,0.17562480182208254
Chinook,2020,NCST,0.8106260445781686
Chinook,2020,WCVI,0.06551703595966438
Chum,1956,ISC,0
Chum,1957,ISC,0
Chum,1958,ISC,0
Chum,1960,ISC,0
Chum,1961,ISC,0
Chum,1962,ISC,0
Chum,1963,ISC,0
Chum,1964,ISC,0
Chum,1965,ISC,0
Chum,1966,ISC,0
Chum,1967,ISC,0
Chum,1968,ISC,0
Chum,1969,ISC,0
Chum,1970,ISC,0
Chum,1971,ISC,0
Chum,1972,ISC,0
Chum,1973,ISC,0
Chum,1974,ISC,0
Chum,1975,ISC,0
Chum,1976,ISC,0
Chum,1977,ISC,0
Chum,1977,WCVI,0
Chum,1978,ISC,0
Chum,1978,WCVI,0
Chum,1979,CCST,0
Chum,1979,ISC,0.0020406241718004714
Chum,1979,NCST,0
Chum,1979,WCVI,0
Chum,1980,CCST,0
Chum,1980,ISC,0.014802003734122523
Chum,1980,NCST,0
Chum,1980,WCVI,0.003960868618908155
Chum,1981,CCST,0
Chum,1981,ISC,0.046027645155710784
Chum,1981,NCST,0
Chum,1981,WCVI,0.02972369999005967
Chum,1982,CCST,0
Chum,1982,ISC,0.07205089914873258
Chum,1982,NCST,0.10200980350765686
Chum,1982,WCVI,0.0709830185697123
Chum,1983,CCST,0
Chum,1983,ISC,0.07770350249330164
Chum,1983,NCST,0
Chum,1983,WCVI,0.12895898662906924
Chum,1984,CCST,0
Chum,1984,ISC,0.09123342675422999
Chum,1984,NCST,0.2987744348503738
Chum,1984,WCVI,0
Chum,1985,CCST,0
Chum,1985,ISC,0.17809754727786134
Chum,1985,NCST,0.24462019497534157
Chum,1985,WCVI,0.11926765453767825
Chum,1986,CCST,0
Chum,1986,ISC,0.3349434740910074
Chum,1986,NCST,0.13758933165857637
Chum,1986,WCVI,0
Chum,1987,CCST,0
Chum,1987,ISC,0.18227026972309845
Chum,1987,NCST,0.15428290417661358
Chum,1987,WCVI,0
Chum,1988,CCST,0
Chum,1988,ISC,0.15670224310609357
Chum,1988,NCST,0.21314569220819207
Chum,1988,WCVI,0.17559742363299144
Chum,1989,CCST,0
Chum,1989,ISC,0.09737714990011351
Chum,1989,NCST,0.19742859805803675
Chum,1989,WCVI,0.3008282306257993
Chum,1990,CCST,0
Chum,1990,ISC,0.1510980981703786
Chum,1990,NCST,0.3897931277978817
Chum,1990,WCVI,0.19466207253381276
Chum,1991,CCST,0.05957324832029371
Chum,1991,ISC,0.1875980863030183
Chum,1991,NCST,0
Chum,1991,WCVI,0.09048268703241182
Chum,1992,CCST,0.07956663594406345
Chum,1992,ISC,0.18504449305567977
Chum,1992,NCST,0
Chum,1992,WCVI,0
Chum,1993,CCST,0
Chum,1993,ISC,0.15486362753690566
Chum,1993,NCST,0
Chum,1993,WCVI,0.1811568562074079
Chum,1994,CCST,0
Chum,1994,ISC,0.14162090536405733
Chum,1994,NCST,0
Chum,1994,WCVI,0
Chum,1995,CCST,0
Chum,1995,ISC,0.13791464767187597
Chum,1995,NCST,0
Chum,1995,WCVI,0
Chum,1996,CCST,0
Chum,1996,ISC,0.26908025033081134
Chum,1996,NCST,0
Chum,1996,WCVI,0
Chum,1997,CCST,0.10303378624798253
Chum,1997,ISC,0.29392379864670726
Chum,1997,NCST,0
Chum,1997,WCVI,0
Chum,1998,CCST,0.12281642807570893
Chum,1998,ISC,0.2168548464907115
Chum,1998,NCST,0
Chum,1998,WCVI,0
Chum,1999,CCST,0.06065806669979109
Chum,1999,ISC,0.05364100120203209
Chum,1999,NCST,0
Chum,1999,WCVI,0
Chum,2000,CCST,0
Chum,2000,ISC,0.027653813407326304
Chum,2000,NCST,0
Chum,2000,WCVI,0
Chum,2001,CCST,0
Chum,2001,ISC,0.06141018104759623
Chum,2001,NCST,0
Chum,2001,WCVI,0
Chum,2002,CCST,0
Chum,2002,ISC,0.012707593622097675
Chum,2002,NCST,0
Chum,2002,WCVI,0
Chum,2003,CCST,0
Chum,2003,ISC,0
Chum,2003,NCST,0
Chum,2003,WCVI,0
Chum,2004,CCST,0
Chum,2004,ISC,0
Chum,2004,NCST,0
Chum,2004,WCVI,0
Chum,2005,CCST,0
Chum,2005,ISC,0
Chum,2005,NCST,0
Chum,2005,WCVI,0
Chum,2006,CCST,0
Chum,2006,ISC,0
Chum,2006,NCST,0
Chum,2006,WCVI,0
Chum,2007,CCST,0
Chum,2007,ISC,0
Chum,2007,NCST,0
Chum,2007,WCVI,0
Chum,2008,CCST,0
Chum,2008,ISC,0
Chum,2008,NCST,0
Chum,2008,WCVI,0
Chum,2009,CCST,0
Chum,2009,ISC,0
Chum,2009,NCST,0
Chum,2009,WCVI,0
Chum,2010,CCST,0
Chum,2010,ISC,0
Chum,2010,NCST,0
Chum,2010,WCVI,0
Chum,2011,CCST,0
Chum,2011,ISC,0
Chum,2011,NCST,0
Chum,2011,WCVI,0
Chum,2012,CCST,0
Chum,2012,ISC,0
Chum,2012,NCST,0
Chum,2012,WCVI,0
Chum,2013,CCST,0
Chum,2013,ISC,0
Chum,2013,NCST,0
Chum,2013,WCVI,0
Chum,2014,CCST,0
Chum,2014,ISC,0
Chum,2014,NCST,0
Chum,2014,WCVI,0
Chum,2015,CCST,0
Chum,2015,ISC,0
Chum,2015,NCST,0
Chum,2015,WCVI,0
Chum,2016,CCST,0
Chum,2016,ISC,0
Chum,2016,NCST,0
Chum,2016,WCVI,0
Chum,2017,CCST,0
Chum,2017,ISC,0
Chum,2017,NCST,0
Chum,2017,WCVI,0
Chum,2018,CCST,0
Chum,2018,ISC,0
Chum,2018,NCST,0
Chum,2018,WCVI,0
Chum,2019,CCST,0
Chum,2019,ISC,0
Chum,2019,NCST,0
Chum,2019,WCVI,0
Chum,2020,CCST,0
Chum,2020,ISC,0
Chum,2020,NCST,0
Chum,2020,WCVI,0
Coho,1968,ISC,0
Coho,1970,ISC,0
Coho,1971,ISC,0
Coho,1972,ISC,0
Coho,1973,ISC,0.5000289890210671
Coho,1974,ISC,0.9986826267219473
Coho,1974,WCVI,0.21712803611650106
Coho,1975,ISC,0.849279413838074
Coho,1975,WCVI,1
Coho,1976,ISC,1
Coho,1976,WCVI,1
Coho,1977,ISC,0.7979688596588725
Coho,1977,WCVI,1
Coho,1978,ISC,0.6943481725002514
Coho,1978,NCST,0
Coho,1978,WCVI,0.3753996634161108
Coho,1979,ISC,0.8890639793053385
Coho,1979,NCST,0
Coho,1979,WCVI,0.6223158597920132
Coho,1980,CCST,0
Coho,1980,ISC,0.6303679173382175
Coho,1980,NCST,0
Coho,1980,WCVI,0.3753897310604244
Coho,1981,ISC,0.7662919186328289
Coho,1981,NCST,0.7150059544608539
Coho,1981,WCVI,0.7880721817021712
Coho,1982,CCST,1
Coho,1982,ISC,0.724089192662762
Coho,1982,NCST,0.24762116010792506
Coho,1982,WCVI,0.5418901175911809
Coho,1983,CCST,0.7707702603652125
Coho,1983,ISC,0.7113451278809021
Coho,1983,NCST,0.16867237560769296
Coho,1983,WCVI,0.32657872598477006
Coho,1984,CCST,0
Coho,1984,ISC,0.8317639104907265
Coho,1984,NCST,0.14924485134275214
Coho,1984,WCVI,0.5009814190466007
Coho,1985,CCST,0
Coho,1985,ISC,0.7610279141617637
Coho,1985,NCST,0.5633739212416157
Coho,1985,WCVI,0.47884891118267087
Coho,1986,CCST,0.1597289116488035
Coho,1986,ISC,0.7959003880709934
Coho,1986,NCST,0.4997473945046276
Coho,1986,WCVI,0.5872759234699655
Coho,1987,CCST,0.4467067950194485
Coho,1987,ISC,0.7313508222061468
Coho,1987,NCST,0.5757699447248077
Coho,1987,WCVI,0.37988854705205966
Coho,1988,CCST,0.3707747135338238
Coho,1988,ISC,0.639252308581347
Coho,1988,NCST,0.6005333212228675
Coho,1988,WCVI,0.4743028044957945
Coho,1989,CCST,0.3030334755411312
Coho,1989,ISC,0.7327857903988235
Coho,1989,NCST,0.6918411148091698
Coho,1989,WCVI,0.2940222917190301
Coho,1990,CCST,0.6961418353429518
Coho,1990,ISC,0.7699260594676437
Coho,1990,NCST,0.482812016719661
Coho,1990,WCVI,0.428176922606022
Coho,1991,CCST,0.8302839624387457
Coho,1991,ISC,0.6342977916098639
Coho,1991,NCST,0.7380351763756975
Coho,1991,WCVI,0.4736663726921646
Coho,1992,CCST,0.9457398091934085
Coho,1992,ISC,0.6682387104246323
Coho,1992,NCST,0.6045466251225345
Coho,1992,WCVI,0.4018205057953513
Coho,1993,CCST,0.6898281960795697
Coho,1993,ISC,0.7190334871986218
Coho,1993,NCST,0.6243017150985424
Coho,1993,WCVI,0.421870529198616
Coho,1994,CCST,0.9844456604461888
Coho,1994,ISC,0.6923561270847827
Coho,1994,NCST,0.704353998745013
Coho,1994,WCVI,0.4657586702448452
Coho,1995,CCST,0.9815846803798611
Coho,1995,ISC,0.6647833224762216
Coho,1995,NCST,0.4018161375737224
Coho,1995,WCVI,0.49496158422230735
Coho,1996,CCST,0.6774303241338974
Coho,1996,ISC,0.6688223633188347
Coho,1996,NCST,0.5810532698622982
Coho,1996,WCVI,0.11309084126830243
Coho,1997,CCST,0.44417675452362976
Coho,1997,ISC,0.7081384156171715
Coho,1997,NCST,0.6094456982440689
Coho,1997,WCVI,0.3994585552837536
Coho,1998,CCST,0.5773316528628016
Coho,1998,ISC,0.7354461934354114
Coho,1998,NCST,0.5237166738732203
Coho,1998,WCVI,0.5001907862939127
Coho,1999,CCST,0.5156498048540391
Coho,1999,ISC,0.6193220472816097
Coho,1999,NCST,0.44811632457892125
Coho,1999,WCVI,0.38694731940020477
Coho,2000,CCST,0.2077139763746152
Coho,2000,ISC,0.4921836744994883
Coho,2000,NCST,0.14825494626914917
Coho,2000,WCVI,0.43814449914161596
Coho,2001,CCST,0.46402670900162973
Coho,2001,ISC,0.492833453102503
Coho,2001,NCST,0.34891544540513664
Coho,2001,WCVI,0.3143052241895177
Coho,2002,CCST,0.3551739529998687
Coho,2002,ISC,0.5103977051628689
Coho,2002,NCST,0.3702707938694679
Coho,2002,WCVI,0.39048333433983107
Coho,2003,CCST,0.7076964686953868
Coho,2003,ISC,0.4297972784631561
Coho,2003,NCST,0.3463202397619671
Coho,2003,WCVI,0.3080109003297829
Coho,2004,CCST,0
Coho,2004,ISC,0.4828030633222601
Coho,2004,NCST,0.4770234516228055
Coho,2004,WCVI,0.2871874957985453
Coho,2005,CCST,0.21970229635724436
Coho,2005,ISC,0.23887990790353072
Coho,2005,NCST,0.047215489661094415
Coho,2005,WCVI,0.38855805950634353
Coho,2006,CCST,0
Coho,2006,ISC,0.28819274117695265
Coho,2006,NCST,0.07903912736393794
Coho,2006,WCVI,0.3708480959575052
Coho,2007,CCST,0.3647827010770966
Coho,2007,ISC,0.2445648580874594
Coho,2007,NCST,0.027197640170634366
Coho,2007,WCVI,0.40563343526433604
Coho,2008,CCST,0.1959379394245809
Coho,2008,ISC,0.22826108281112056
Coho,2008,NCST,0.029275377945293352
Coho,2008,WCVI,0.3196571521373321
Coho,2009,CCST,0.20906534797526471
Coho,2009,ISC,0.19789081572412348
Coho,2009,NCST,0.022936162627440745
Coho,2009,WCVI,0.23511340147804174
Coho,2010,CCST,0.2479618027529009
Coho,2010,ISC,0.32970421036657993
Coho,2010,NCST,0.018662447486648737
Coho,2010,WCVI,0.3106877586272721
Coho,2011,CCST,0.2845309716876549
Coho,2011,ISC,0.32862776315440956
Coho,2011,NCST,0.02899433802437089
Coho,2011,WCVI,0.32924464957720134
Coho,2012,CCST,0.2797790818924752
Coho,2012,ISC,0.3064723990028294
Coho,2012,NCST,0.03145441656134421
Coho,2012,WCVI,0.23642328494262257
Coho,2013,CCST,0.3753788713766119
Coho,2013,ISC,0.30436583678507456
Coho,2013,NCST,0.033632141850554576
Coho,2013,WCVI,0.1563642149355845
Coho,2014,CCST,0.18062526826619013
Coho,2014,ISC,0.30434685069716244
Coho,2014,NCST,0.03725613553054766
Coho,2014,WCVI,0.15739979238400187
Coho,2015,CCST,0.35204353303289654
Coho,2015,ISC,0.2400742304970873
Coho,2015,NCST,0.052910479499960694
Coho,2015,WCVI,0.2560274683447609
Coho,2016,CCST,0
Coho,2016,ISC,0.28368124958723134
Coho,2016,NCST,0.04642113517502011
Coho,2016,WCVI,0.2301498861316262
Coho,2017,CCST,0
Coho,2017,ISC,0.25939604984063935
Coho,2017,NCST,0.05680540252921679
Coho,2017,WCVI,0.18687625819163062
Coho,2018,CCST,0
Coho,2018,ISC,0.2156210855366849
Coho,2018,NCST,0.060843471590738656
Coho,2018,WCVI,0.2290657175343662
Coho,2019,CCST,0
Coho,2019,ISC,0.28688717311373874
Coho,2019,NCST,0.06934830111257527
Coho,2019,WCVI,0.2186674126997178
Coho,2020,CCST,0
Coho,2020,ISC,0.18965733551391395
Coho,2020,NCST,0.053310728351513285
Coho,2020,WCVI,0.28835477843973634
Cutthroat,1979,ISC,0
Cutthroat,1980,ISC,0
Cutthroat,1981,ISC,0
Cutthroat,1982,ISC,0.07436801881246326
Cutthroat,1983,ISC,0
Cutthroat,1984,ISC,0
Cutthroat,1985,CCST,0
Cutthroat,1985,ISC,0
Cutthroat,1986,CCST,0
Cutthroat,1986,ISC,0
Cutthroat,1986,NCST,0
Cutthroat,1987,CCST,0
Cutthroat,1987,ISC,0
Cutthroat,1987,NCST,0
Cutthroat,1988,CCST,0
Cutthroat,1988,ISC,0
Cutthroat,1988,NCST,0
Cutthroat,1989,CCST,0
Cutthroat,1989,ISC,0
Cutthroat,1989,NCST,0
Cutthroat,1990,CCST,0
Cutthroat,1990,ISC,0
Cutthroat,1990,NCST,0
Cutthroat,1991,CCST,0
Cutthroat,1991,ISC,0
Cutthroat,1991,NCST,0
Cutthroat,1992,CCST,0
Cutthroat,1992,ISC,0
Cutthroat,1992,NCST,0
Cutthroat,1993,CCST,0
Cutthroat,1993,ISC,0
Cutthroat,1993,NCST,0
Cutthroat,1994,CCST,0
Cutthroat,1994,ISC,0
Cutthroat,1994,NCST,0
Cutthroat,1995,CCST,0
Cutthroat,1995,ISC,0
Cutthroat,1995,NCST,0
Cutthroat,1996,ISC,0
Cutthroat,1996,NCST,0
Cutthroat,1997,ISC,0
Cutthroat,1997,NCST,0
Cutthroat,1998,ISC,0
Cutthroat,1998,NCST,0
Cutthroat,1999,ISC,0
Cutthroat,1999,NCST,0
Cutthroat,2000,ISC,0
Cutthroat,2000,NCST,0
Cutthroat,2001,ISC,0
Cutthroat,2001,NCST,0
Cutthroat,2002,ISC,0
Cutthroat,2002,NCST,0
Cutthroat,2003,ISC,0
Cutthroat,2003,NCST,0
Cutthroat,2004,ISC,0
Cutthroat,2004,NCST,0
Cutthroat,2005,ISC,0
Cutthroat,2005,NCST,0
Cutthroat,2006,ISC,0
Cutthroat,2006,NCST,0
Cutthroat,2007,ISC,0
Cutthroat,2007,NCST,0
Cutthroat,2008,ISC,0
Cutthroat,2008,NCST,0
Cutthroat,2009,ISC,0
Cutthroat,2010,ISC,0
Cutthroat,2010,NCST,0
Cutthroat,2011,ISC,0
Cutthroat,2012,ISC,0
Cutthroat,2013,ISC,0
Cutthroat,2014,ISC,0
Cutthroat,2015,ISC,0
Cutthroat,2016,ISC,0
Cutthroat,2017,ISC,0
Cutthroat,2018,ISC,0
Cutthroat,2020,ISC,0
Pink,1956,ISC,0
Pink,1957,ISC,0
Pink,1958,ISC,0
Pink,1960,ISC,0
Pink,1962,ISC,0
Pink,1964,ISC,0
Pink,1966,ISC,0
Pink,1968,ISC,0
Pink,1970,ISC,0
Pink,1972,ISC,0
Pink,1974,ISC,0
Pink,1976,ISC,0
Pink,1978,ISC,0
Pink,1979,WCVI,0
Pink,1980,ISC,0
Pink,1980,NCST,0
Pink,1981,ISC,0
Pink,1981,NCST,0
Pink,1981,WCVI,0
Pink,1982,ISC,0
Pink,1983,ISC,0
Pink,1983,NCST,0
Pink,1984,ISC,0
Pink,1984,NCST,0
Pink,1985,ISC,0
Pink,1985,NCST,0
Pink,1985,WCVI,0
Pink,1986,CCST,0
Pink,1986,ISC,0
Pink,1987,ISC,0
Pink,1987,NCST,0
Pink,1988,ISC,0
Pink,1989,ISC,0
Pink,1990,ISC,0
Pink,1991,ISC,0.005898632057413023
Pink,1991,WCVI,0
Pink,1992,ISC,0.001844791582352609
Pink,1992,NCST,0
Pink,1992,WCVI,0
Pink,1993,ISC,0
Pink,1993,WCVI,0
Pink,1994,ISC,0
Pink,1994,NCST,0
Pink,1995,ISC,0
Pink,1996,ISC,0
Pink,1997,ISC,0
Pink,1997,NCST,0
Pink,1998,ISC,0
Pink,1999,ISC,0
Pink,2000,ISC,0
Pink,2001,ISC,0
Pink,2002,ISC,0
Pink,2003,ISC,0
Pink,2003,NCST,0
Pink,2004,ISC,0
Pink,2005,ISC,0
Pink,2006,ISC,0
Pink,2007,ISC,0
Pink,2007,NCST,0
Pink,2008,ISC,0
Pink,2009,ISC,0
Pink,2009,NCST,0
Pink,2010,ISC,0
Pink,2011,ISC,0
Pink,2011,NCST,0
Pink,2012,ISC,0
Pink,2013,ISC,0
Pink,2014,CCST,0
Pink,2014,ISC,0
Pink,2015,ISC,0
Pink,2016,ISC,0
Pink,2017,ISC,0
Pink,2018,ISC,0
Pink,2019,ISC,0
Pink,2020,ISC,0
Sockeye,1964,ISC,0
Sockeye,1965,ISC,0
Sockeye,1966,ISC,0
Sockeye,1967,ISC,0
Sockeye,1967,NCST,0
Sockeye,1968,ISC,0
Sockeye,1968,NCST,0
Sockeye,1969,ISC,0
Sockeye,1969,NCST,0
Sockeye,1970,ISC,0
Sockeye,1970,NCST,0
Sockeye,1971,ISC,0
Sockeye,1971,NCST,0
Sockeye,1972,ISC,0
Sockeye,1972,NCST,0
Sockeye,1973,ISC,0
Sockeye,1973,NCST,0
Sockeye,1974,ISC,0
Sockeye,1974,NCST,0
Sockeye,1975,ISC,0
Sockeye,1975,NCST,0
Sockeye,1976,ISC,0
Sockeye,1976,NCST,0
Sockeye,1977,ISC,0
Sockeye,1977,NCST,0
Sockeye,1978,ISC,0
Sockeye,1978,NCST,0
Sockeye,1979,ISC,0
Sockeye,1979,NCST,0
Sockeye,1980,ISC,0
Sockeye,1980,NCST,0
Sockeye,1980,WCVI,0
Sockeye,1981,ISC,0
Sockeye,1981,NCST,0
Sockeye,1981,WCVI,0
Sockeye,1982,ISC,0
Sockeye,1982,NCST,0
Sockeye,1982,WCVI,0
Sockeye,1983,CCST,0
Sockeye,1983,ISC,0
Sockeye,1983,NCST,0
Sockeye,1983,WCVI,0
Sockeye,1984,CCST,0
Sockeye,1984,ISC,0
Sockeye,1984,NCST,0
Sockeye,1984,WCVI,0
Sockeye,1985,ISC,0
Sockeye,1985,NCST,0
Sockeye,1986,ISC,0
Sockeye,1986,NCST,0
Sockeye,1986,WCVI,0
Sockeye,1987,ISC,0
Sockeye,1987,NCST,0
Sockeye,1987,WCVI,0
Sockeye,1988,ISC,0
Sockeye,1988,NCST,0
Sockeye,1989,ISC,0
Sockeye,1989,NCST,0
Sockeye,1990,ISC,0.005678456209695826
Sockeye,1990,NCST,0
Sockeye,1991,ISC,0.0016642483448359802
Sockeye,1991,NCST,0
Sockeye,1992,ISC,0
Sockeye,1992,NCST,0
Sockeye,1993,ISC,9.56346147852963e-4
Sockeye,1993,NCST,0
Sockeye,1994,ISC,0
Sockeye,1994,NCST,0
Sockeye,1994,WCVI,0
Sockeye,1995,CCST,0
Sockeye,1995,ISC,0
Sockeye,1995,NCST,0
Sockeye,1995,WCVI,0
Sockeye,1996,CCST,0
Sockeye,1996,ISC,0
Sockeye,1996,NCST,0
Sockeye,1996,WCVI,0
Sockeye,1997,CCST,0
Sockeye,1997,ISC,0
Sockeye,1997,NCST,0
Sockeye,1997,WCVI,0
Sockeye,1998,CCST,0
Sockeye,1998,ISC,0
Sockeye,1998,NCST,0
Sockeye,1998,WCVI,0
Sockeye,1999,CCST,0
Sockeye,1999,ISC,0
Sockeye,1999,NCST,0
Sockeye,1999,WCVI,0
Sockeye,2000,CCST,0
Sockeye,2000,ISC,0
Sockeye,2000,NCST,0
Sockeye,2000,WCVI,0
Sockeye,2001,CCST,0
Sockeye,2001,ISC,0
